Code du Département;Date;Nb actuellement hospitalisés;Nb actuellement en soins intensifs;Total retour à domicile;Total Décès;Code région;Code ISO 3166 de la zone;Nom région;Nom département;Sexe;geo_point_2d;HospConv;SSR_USLD;autres;Nb Quotidien Admis Hospitalisation;Nb Quotidien Admis Réanimation;Nb Quotidien Décès;Nb Quotidien Retour à Domicile
974;2020-03-24;3;3;0;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;1;0;0
974;2020-04-08;16;0;32;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-04-16;6;0;45;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-08-26;99;24;1353;181;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;57.0;17.0;1.0;;;;
974;2021-08-30;85;18;1323;160;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;54.0;13.0;0.0;;;;
974;2021-09-10;129;28;2819;363;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;71.0;29.0;1.0;5;0;3;7
974;2021-09-23;55;12;1463;199;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;30.0;12.0;1.0;;;;
974;2020-09-30;27;12;202;8;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-15;47;11;439;24;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;1;0;4
974;2020-10-19;53;11;446;24;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;0;0;0
974;2020-10-20;28;5;228;12;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-23;26;8;233;11;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-28;67;13;207;7;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;6;2;0;3
974;2020-09-03;72;18;235;10;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;8;4;0;7
974;2020-09-05;23;7;116;6;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-15;30;8;146;9;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-16;33;7;147;9;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-25;36;6;176;10;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-27;30;5;182;11;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-08;28;2;355;25;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-17;31;4;363;26;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-18;27;5;366;26;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-02-07;31;5;807;56;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;1;0;2
974;2020-11-09;38;6;263;21;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-24;83;14;600;45;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;4;0;1;7
974;2021-03-01;144;64;903;68;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;7;2;0;2
974;2021-03-02;82;39;443;39;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-03-04;91;38;447;41;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-03;13;2;87;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-13;15;2;93;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-16;26;5;177;5;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;0;0;3
974;2020-08-17;30;7;183;5;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;10;2;0;6
974;2020-08-22;43;10;192;6;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;2;1;2
974;2020-06-28;13;2;73;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-29;19;4;140;2;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;1;0;0
974;2020-06-29;13;2;73;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-06;22;4;144;2;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;1;0;0
974;2020-12-05;25;3;327;23;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-16;25;4;348;27;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-18;47;4;693;51;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;0;0;2
974;2020-12-29;20;1;363;27;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-01;38;4;720;52;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;0;0;0
974;2020-08-23;31;6;103;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-26;52;9;200;7;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;6;1;0;2
974;2020-11-05;70;13;512;33;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;14;4;0;6
974;2020-11-14;41;11;276;21;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-03-08;60;20;481;37;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-03-11;63;20;495;39;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-04-06;45;4;43;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;0;0;2
974;2020-04-18;3;0;48;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-04-21;10;2;44;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-04-28;5;2;51;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-11;11;5;54;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-15;11;4;55;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-20;8;2;57;1;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-18;23;3;132;1;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-07-14;7;1;71;1;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-04-07;106;43;612;77;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;47.0;16.0;0.0;;;;
974;2021-04-08;162;49;1243;135;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;86.0;27.0;0.0;9;1;3;15
974;2021-04-09;162;43;1251;136;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;90.0;29.0;0.0;9;1;1;9
974;2021-04-10;95;31;629;83;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;48.0;16.0;0.0;;;;
974;2021-09-05;131;28;2777;358;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;74.0;28.0;1.0;1;0;2;2
974;2021-09-12;70;19;1431;193;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;35.0;15.0;1.0;;;;
974;2021-09-22;103;21;2889;370;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;55.0;26.0;1.0;5;2;1;7
974;2021-09-28;82;17;2918;371;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;42.0;22.0;1.0;2;0;0;2
974;2021-09-29;46;9;1475;201;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;25.0;11.0;1.0;;;;
974;2021-10-01;78;13;2923;372;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;43.0;21.0;1.0;0;0;0;2
974;2021-10-08;69;12;2943;374;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;35.0;21.0;1.0;4;0;0;2
974;2021-10-21;41;5;1498;204;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;23.0;12.0;1.0;;;;
974;2020-09-12;30;5;160;6;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-07;28;3;354;24;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-24;23;7;375;26;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-27;25;5;783;54;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;4;0;0;4
974;2021-02-02;7;1;406;28;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-04-18;144;40;1340;149;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;77.0;27.0;0.0;9;3;1;5
974;2021-04-20;92;25;686;88;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;52.0;15.0;0.0;;;;
974;2021-04-22;150;39;1376;154;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;83.0;28.0;0.0;10;4;2;10
974;2021-05-03;156;37;1476;162;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;91.0;28.0;0.0;8;2;1;9
974;2021-05-16;91;23;821;107;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;51.0;17.0;0.0;;;;
974;2020-10-09;53;11;419;23;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;6;0;0;1
974;2020-10-11;33;9;213;9;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-19;34;8;224;9;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-27;20;5;240;18;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-30;24;4;246;20;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-05-26;94;20;870;115;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;54.0;20.0;0.0;;;;
974;2021-06-03;93;29;910;121;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;46.0;18.0;0.0;;;;
974;2021-06-05;68;8;872;95;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;42.0;18.0;0.0;;;;
974;2021-06-14;170;34;1863;226;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;98.0;38.0;0.0;9;0;1;4
974;2021-06-25;145;34;1978;238;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;75.0;36.0;0.0;12;3;1;6
974;2021-06-30;81;24;1041;136;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;42.0;15.0;0.0;;;;
974;2021-07-09;151;35;2116;257;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;82.0;34.0;0.0;11;0;1;16
974;2021-07-10;141;35;2126;258;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;74.0;32.0;0.0;1;1;1;10
974;2021-07-15;147;41;2171;265;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;76.0;30.0;0.0;20;2;1;7
974;2021-07-15;66;12;1048;120;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;40.0;14.0;0.0;;;;
974;2021-07-30;153;49;2329;284;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;77.0;27.0;0.0;14;2;0;5
974;2021-08-02;176;54;2348;290;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;95.0;27.0;0.0;21;6;3;9
974;2021-08-02;84;25;1143;129;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;47.0;12.0;0.0;;;;
974;2021-08-06;173;42;2420;300;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;101.0;30.0;0.0;15;0;3;16
974;2021-08-10;91;28;1255;167;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;49.0;14.0;0.0;;;;
974;2021-08-21;188;44;2600;328;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;110.0;33.0;1.0;4;3;2;1
974;2021-11-03;22;1;1464;177;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;14.0;7.0;0.0;;;;
974;2021-05-19;73;14;801;78;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;44.0;15.0;0.0;;;;
974;2021-06-08;69;9;882;95;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;42.0;18.0;0.0;;;;
974;2021-06-13;96;26;953;127;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;52.0;18.0;0.0;;;;
974;2021-04-17;57;13;659;60;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;33.0;11.0;0.0;;;;
974;2021-04-19;61;15;661;62;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;35.0;11.0;0.0;;;;
974;2021-04-26;93;25;717;90;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;53.0;15.0;0.0;;;;
974;2021-05-06;166;35;1503;169;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;102.0;29.0;0.0;13;4;1;9
974;2021-05-12;76;11;756;76;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;52.0;13.0;0.0;;;;
974;2020-12-06;26;5;330;27;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-11;51;7;674;50;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;2;0;4
974;2020-12-21;25;4;352;27;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-04;40;4;720;52;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;0;0;0
974;2021-03-29;173;57;1131;124;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;92.0;24.0;0.0;15;2;2;4
974;2021-03-31;106;38;575;73;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;50.0;18.0;0.0;;;;
974;2021-04-13;64;16;636;58;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;36.0;12.0;0.0;;;;
974;2021-10-08;41;8;1487;203;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;20.0;12.0;1.0;;;;
974;2021-10-10;65;10;2947;374;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;33.0;21.0;1.0;0;0;0;1
974;2021-10-14;28;3;1447;172;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;18.0;7.0;0.0;;;;
974;2021-10-28;61;4;2974;381;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;34.0;22.0;1.0;1;0;0;2
974;2021-06-27;144;40;1992;242;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;68.0;36.0;0.0;5;4;3;4
974;2021-06-29;64;10;972;108;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;38.0;16.0;0.0;;;;
974;2021-07-04;77;27;1062;138;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;34.0;16.0;0.0;;;;
974;2021-07-19;83;30;1128;149;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;39.0;14.0;0.0;;;;
974;2021-07-21;141;43;2240;276;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;68.0;30.0;0.0;15;6;2;13
974;2021-07-23;83;30;1151;151;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;39.0;14.0;0.0;;;;
974;2021-07-26;80;27;1166;152;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;40.0;13.0;0.0;;;;
974;2021-08-23;88;21;1285;155;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;53.0;14.0;0.0;;;;
974;2021-11-02;22;2;1463;177;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;13.0;7.0;0.0;;;;
974;2020-10-13;50;11;435;24;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;1;0;7
974;2020-10-17;14;2;221;15;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-18;52;11;446;24;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;5;1;0;1
974;2020-10-26;26;8;235;11;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-31;64;12;486;31;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;6;0;0;1
974;2020-10-31;35;8;239;11;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-21;47;6;752;54;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;0;0;4
974;2021-01-26;25;5;779;54;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;0;0;3
974;2020-08-29;26;7;102;5;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-07;27;6;117;7;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-17;37;5;169;6;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-09;51;4;667;50;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;0;0;3
974;2020-12-25;42;6;708;51;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-12-26;22;3;349;24;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-28;23;4;351;24;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-06;15;0;368;28;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-02-09;15;4;420;28;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-03-01;83;40;441;36;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-16;47;8;277;18;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-02;62;11;639;49;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;0;0;7
974;2021-04-22;94;26;697;90;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;51.0;17.0;0.0;;;;
974;2021-04-30;66;15;703;67;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;40.0;11.0;0.0;;;;
974;2021-05-02;87;23;752;93;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;49.0;15.0;0.0;;;;
974;2021-05-04;161;41;1486;163;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;92.0;28.0;0.0;16;7;1;10
974;2021-05-05;90;22;765;98;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;51.0;17.0;0.0;;;;
974;2021-05-15;67;9;778;76;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;45.0;13.0;0.0;;;;
974;2021-03-29;110;40;562;72;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;55.0;15.0;0.0;;;;
974;2021-03-30;108;40;568;72;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;52.0;16.0;0.0;;;;
974;2021-10-18;67;9;2958;376;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;36.0;21.0;1.0;3;0;0;0
974;2021-10-22;41;4;1498;204;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;24.0;12.0;1.0;;;;
974;2020-08-14;8;2;79;3;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-16;7;2;83;3;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-17;7;2;86;3;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-19;25;5;99;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-21;29;6;101;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-07-27;144;45;2294;281;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;73.0;26.0;0.0;13;5;1;17
974;2021-08-04;87;30;1214;165;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;43.0;14.0;0.0;;;;
974;2021-04-05;168;52;1199;131;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;89.0;27.0;0.0;8;4;2;1
974;2020-07-03;7;2;68;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-08-16;106;23;1235;143;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;70.0;13.0;0.0;;;;
974;2021-08-17;102;25;1298;171;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;60.0;16.0;1.0;;;;
974;2021-08-18;201;46;2568;321;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;123.0;31.0;1.0;19;6;6;15
974;2021-08-19;97;20;1260;149;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;64.0;13.0;0.0;;;;
974;2021-08-20;86;21;1274;151;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;51.0;14.0;0.0;;;;
974;2020-12-05;26;5;329;27;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-13;48;6;680;51;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;0;1;4
974;2020-12-15;26;5;346;27;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-17;48;5;691;51;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;0;0;4
974;2020-12-20;46;7;695;51;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;2;0;0
974;2020-12-20;23;4;351;27;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-25;22;3;348;24;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-02;22;4;197;13;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-18;34;8;224;9;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-27;26;5;235;11;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-29;20;2;160;5;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;1;1
974;2020-07-29;14;2;86;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-11;35;6;268;21;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-18;38;10;286;23;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-20;49;7;748;54;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;0;0;3
974;2021-01-29;4;0;404;28;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-31;21;2;791;55;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-08-31;27;8;104;5;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-02;71;14;228;10;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;5;1;0;4
974;2020-09-02;30;8;107;5;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-17;70;11;321;15;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;11;2;0;8
974;2020-09-24;32;11;190;6;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-02-26;135;59;893;64;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;11;2;1;6
974;2020-05-23;11;1;116;1;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-05-26;13;1;57;1;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-31;7;2;60;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-02;8;3;60;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-11;19;1;124;1;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;1
974;2020-07-18;15;3;81;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-25;16;2;69;1;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-09;21;3;147;3;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;0;0;0
974;2021-04-16;79;25;667;88;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;38.0;16.0;0.0;;;;
974;2021-05-11;174;40;1554;179;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;103.0;31.0;0.0;27;6;2;18
974;2021-05-13;72;10;765;76;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;49.0;13.0;0.0;;;;
974;2021-05-15;158;30;1602;182;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;97.0;31.0;0.0;5;0;0;16
974;2021-09-02;73;16;1342;164;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;45.0;12.0;0.0;;;;
974;2021-09-04;134;29;2775;356;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;76.0;28.0;1.0;0;1;3;11
974;2021-09-13;65;19;1439;193;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;30.0;15.0;1.0;;;;
