Code du Département;Date;Nb actuellement hospitalisés;Nb actuellement en soins intensifs;Total retour à domicile;Total Décès;Code région;Code ISO 3166 de la zone;Nom région;Nom département;Sexe;geo_point_2d;HospConv;SSR_USLD;autres;Nb Quotidien Admis Hospitalisation;Nb Quotidien Admis Réanimation;Nb Quotidien Décès;Nb Quotidien Retour à Domicile
974;2020-12-14;23;1;337;24;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-19;45;5;695;51;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;1;0;1
974;2020-12-21;24;3;344;24;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-31;37;5;720;52;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;0;1;4
974;2021-02-17;90;33;843;58;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;8;2;1;6
974;2021-02-20;41;17;442;29;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-02-22;67;33;422;30;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-03-04;149;60;919;76;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;10;2;2;2
974;2020-09-08;73;13;260;13;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;9;3;0;6
974;2020-09-12;65;13;297;15;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;2;0;15
974;2020-09-25;32;11;191;6;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-30;17;2;163;5;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;3
974;2020-08-02;18;3;163;5;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;0;0;0
974;2020-08-05;5;1;76;3;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-20;37;10;292;23;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-21;39;7;296;23;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-03;62;9;641;50;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;1;1;2
974;2020-07-10;20;3;148;3;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;1;0;1
974;2021-06-12;93;23;951;127;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;52.0;18.0;0.0;;;;
974;2021-06-18;155;33;1915;231;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;84.0;38.0;0.0;12;3;3;8
974;2021-04-18;83;28;676;88;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;40.0;15.0;0.0;;;;
974;2021-05-10;167;39;1536;177;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;99.0;29.0;0.0;18;7;2;4
974;2021-05-11;75;13;753;74;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;50.0;12.0;0.0;;;;
974;2021-06-28;69;13;964;107;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;41.0;15.0;0.0;;;;
974;2021-07-14;138;41;2162;264;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;66.0;31.0;0.0;0;2;0;14
974;2021-07-18;136;34;2196;271;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;72.0;30.0;0.0;5;2;3;4
974;2021-07-19;152;42;2208;272;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;80.0;30.0;0.0;29;10;1;12
974;2021-08-24;84;21;1295;157;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;50.0;13.0;0.0;;;;
974;2021-09-08;73;19;1424;192;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;37.0;16.0;1.0;;;;
974;2021-09-16;65;19;1447;194;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;30.0;15.0;1.0;;;;
974;2021-09-25;34;6;1427;171;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;18.0;10.0;0.0;;;;
974;2021-03-27;56;17;566;51;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;30.0;9.0;0.0;;;;
974;2021-03-30;171;59;1142;124;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;87.0;25.0;0.0;9;6;0;11
974;2021-04-10;60;10;627;56;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;38.0;12.0;0.0;;;;
974;2020-10-06;32;11;205;8;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-08;48;12;418;23;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;5;0;0;1
974;2020-10-20;43;8;454;27;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;1;3;8
974;2020-10-29;34;7;236;11;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-03;43;10;123;5;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-07;70;14;254;13;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;0;0;2
974;2020-09-10;37;4;146;6;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-23;35;9;187;6;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-08;18;0;368;28;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-16;22;2;372;28;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-25;27;6;776;54;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;1;0;17
974;2021-02-04;15;1;388;28;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-02-04;8;0;410;28;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-10;27;4;337;27;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-21;50;8;696;51;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;5;2;0;1
974;2021-10-09;25;4;1444;171;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;14.0;7.0;0.0;;;;
974;2021-10-19;39;4;1497;204;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;22.0;12.0;1.0;;;;
974;2021-10-19;27;4;1449;173;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;16.0;7.0;0.0;;;;
974;2021-10-25;26;3;1456;175;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;16.0;7.0;0.0;;;;
974;2021-08-08;92;27;1228;167;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;51.0;14.0;0.0;;;;
974;2021-10-01;44;8;1477;201;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;25.0;10.0;1.0;;;;
974;2021-10-03;39;7;1482;201;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;21.0;10.0;1.0;;;;
974;2021-08-14;188;48;2522;309;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;113.0;27.0;0.0;3;2;1;2
974;2021-10-31;60;5;2978;381;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;32.0;22.0;1.0;0;0;0;0
974;2021-02-08;40;9;811;56;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;11;3;0;4
974;2021-02-11;40;13;395;28;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-02-16;51;25;407;29;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-02-23;121;52;870;62;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;10;3;1;4
974;2021-03-07;54;20;480;37;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-05;30;3;258;20;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-20;85;19;581;43;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;4;0;5
974;2020-11-26;35;3;306;25;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-28;69;9;622;48;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;1;0;3
974;2020-08-01;5;1;76;3;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-02;13;2;87;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-06;5;1;76;3;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-24;31;5;104;3;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-04-26;6;2;103;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;1
974;2020-04-30;4;1;52;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-14;2;0;59;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-15;13;4;114;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-04-09;36;3;58;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;1;0;3
974;2020-05-22;8;1;57;1;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-24;3;0;59;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-28;13;1;57;1;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-01;20;3;119;1;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-06-13;22;2;125;1;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;0;0;0
974;2020-06-17;23;3;132;1;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;5;1;0;3
974;2020-06-25;21;4;135;1;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;1
974;2020-06-27;5;1;67;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-30;17;4;142;2;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;2
974;2020-07-08;11;1;79;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-20;9;1;71;1;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-03-16;101;37;499;54;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;56.0;8.0;0.0;;;;
974;2021-04-05;100;41;601;76;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;43.0;16.0;0.0;;;;
974;2021-04-12;97;30;636;84;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;51.0;16.0;0.0;;;;
974;2021-04-13;159;41;1283;143;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;87.0;31.0;0.0;9;5;2;11
974;2021-06-20;149;33;1934;233;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;81.0;35.0;0.0;7;3;2;2
974;2021-06-28;77;23;1033;136;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;39.0;15.0;0.0;;;;
974;2021-06-29;81;22;1037;136;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;44.0;15.0;0.0;;;;
974;2021-07-18;56;8;1067;123;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;34.0;14.0;0.0;;;;
974;2021-06-01;169;37;1760;210;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;95.0;37.0;0.0;13;4;4;11
974;2020-12-12;27;5;341;27;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-03;27;2;253;20;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-09;42;10;264;14;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-18;86;17;571;42;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;8;3;0;4
974;2020-11-20;48;9;289;20;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-02;32;4;319;23;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-02-19;39;14;438;29;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-02-25;76;42;434;31;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-07-26;66;17;1105;128;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;38.0;11.0;0.0;;;;
974;2021-07-28;149;48;2307;282;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;74.0;27.0;0.0;19;5;1;12
974;2021-07-31;75;21;1135;129;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;42.0;12.0;0.0;;;;
974;2021-08-01;167;48;2339;287;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;92.0;27.0;0.0;11;1;1;6
974;2020-07-02;12;2;75;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-07;13;2;77;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-04-19;155;43;1344;150;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;85.0;27.0;0.0;18;7;1;4
974;2021-04-23;154;40;1381;154;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;85.0;29.0;0.0;10;5;0;5
974;2021-05-02;71;15;709;68;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;45.0;11.0;0.0;;;;
974;2021-05-07;82;19;779;101;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;46.0;17.0;0.0;;;;
974;2021-05-16;72;10;780;77;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;49.0;13.0;0.0;;;;
974;2021-08-26;83;20;1309;159;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;50.0;13.0;0.0;;;;
974;2021-09-19;109;25;2873;366;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;57.0;26.0;1.0;3;1;1;1
974;2021-09-30;80;15;2921;372;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;43.0;21.0;1.0;0;0;0;1
974;2021-10-03;33;4;1434;171;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;20.0;9.0;0.0;;;;
974;2021-10-07;67;12;2941;374;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;33.0;21.0;1.0;1;1;0;2
974;2021-10-21;27;2;1453;174;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;18.0;7.0;0.0;;;;
974;2021-08-22;182;40;2603;334;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;108.0;33.0;1.0;3;1;6;3
974;2021-08-22;95;21;1318;180;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;56.0;17.0;1.0;;;;
974;2021-11-02;39;4;1503;204;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;21.0;13.0;1.0;;;;
974;2020-09-01;37;6;118;5;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-09;28;8;127;9;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-11;38;8;130;9;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-14;69;12;299;15;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;0;0;1
974;2020-09-14;35;8;137;9;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-07;15;3;207;14;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-12;19;2;214;15;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-13;15;2;218;15;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-16;13;2;221;15;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-17;33;8;223;9;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-31;5;1;76;3;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-22;13;3;89;4;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-23;13;3;90;4;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-24;15;3;91;4;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-04-29;4;1;109;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;0;0;5
974;2020-04-30;0;0;57;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-02;5;2;110;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;1;0;1
974;2020-05-05;4;2;54;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-06;5;2;53;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-09;9;5;53;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-16;10;4;56;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-16;2;0;59;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-03-21;0;0;0;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-04;15;1;59;1;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-18;18;1;66;1;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-23;22;3;134;1;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;2
974;2020-07-15;7;1;71;1;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-21;11;1;71;1;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-25;3;0;59;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-28;21;2;116;1;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-06-03;15;1;59;1;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-04;6;3;62;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-06-07;20;4;122;1;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-03-18;0;0;0;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-03-27;3;2;0;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-03-28;15;3;0;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;12;1;0;0
974;2020-04-04;46;4;39;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;2;0;10
974;2020-04-05;26;4;18;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-04-13;28;3;72;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-04-21;4;0;50;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-04-22;12;2;96;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;2
974;2020-04-25;1;0;53;0;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-05-06;6;2;111;0;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;0;0;0
974;2021-09-28;47;10;1474;200;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;25.0;11.0;1.0;;;;
974;2021-09-30;45;9;1476;201;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;25.0;10.0;1.0;;;;
974;2021-09-30;33;6;1433;171;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;18.0;9.0;0.0;;;;
974;2021-10-09;39;6;1489;203;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;20.0;12.0;1.0;;;;
974;2021-10-11;69;10;2948;374;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;37.0;21.0;1.0;5;0;0;1
974;2021-08-14;86;23;1287;168;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;51.0;12.0;0.0;;;;
974;2021-04-27;156;42;1417;156;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;88.0;26.0;0.0;10;4;1;6
974;2021-06-02;167;37;1771;210;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;93.0;37.0;0.0;9;2;0;11
974;2021-06-05;96;22;917;122;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;56.0;18.0;0.0;;;;
974;2021-06-08;167;34;1818;219;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;95.0;38.0;0.0;7;1;1;17
974;2021-08-28;173;44;2691;343;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;96.0;32.0;1.0;1;0;1;1
974;2021-09-05;70;14;1408;191;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;40.0;15.0;1.0;;;;
974;2021-09-10;56;9;1378;170;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;36.0;11.0;0.0;;;;
974;2021-09-20;111;23;2876;368;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;61.0;26.0;1.0;7;1;2;3
974;2021-09-21;60;13;1456;198;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;32.0;14.0;1.0;;;;
974;2021-07-05;157;40;2069;251;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;83.0;34.0;0.0;10;2;1;10
974;2021-07-14;74;28;1115;145;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;32.0;14.0;0.0;;;;
974;2021-02-08;12;2;419;28;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2021-02-18;100;38;846;59;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;9;1;1;3
974;2021-03-20;155;54;1062;103;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;81.0;20.0;0.0;6;0;0;7
974;2021-03-24;166;56;1093;112;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;89.0;21.0;0.0;21;3;1;10
974;2021-04-03;68;10;589;54;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;48.0;10.0;0.0;;;;
974;2021-07-26;151;44;2277;280;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;81.0;26.0;0.0;31;5;1;15
974;2020-09-10;31;8;128;9;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-09-11;78;12;282;15;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;16;3;0;7
974;2021-01-10;27;3;356;25;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-26;19;5;380;26;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2021-01-30;21;2;791;55;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;2;0;0;0
974;2020-10-03;51;14;406;21;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;4;1;0;4
974;2020-10-15;14;2;219;15;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-10-26;49;14;472;29;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;6;1;0;3
974;2020-11-05;39;10;253;13;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-17;38;8;284;23;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-11-27;69;9;619;48;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;1;0;8
974;2020-11-30;36;4;312;23;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-08-08;16;3;89;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-12-15;51;6;683;51;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;3;0;0;1
974;2020-07-12;20;3;150;3;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;0
974;2020-07-19;26;4;152;3;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;1;0;0
974;2020-07-22;27;5;154;3;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;1;1;0;2
974;2020-07-23;15;3;84;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-23;8;1;74;1;4;REU;La Réunion;La Réunion;Femme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-01;17;4;143;2;4;REU;La Réunion;La Réunion;Tous;-21.1332035811,55.5325090448;;;;0;0;0;1
974;2020-07-01;12;2;75;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-07-04;13;1;75;2;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
974;2020-03-26;3;3;0;0;4;REU;La Réunion;La Réunion;Homme;-21.1332035811,55.5325090448;;;;;;;
