Code INSEE;Commune;Nombre de personnes;Lieu de travail;Sexe;Mode de transport;Code EPCI;Nom de l'EPCI;Nom du département;Nom de la région
97415;Saint-Paul;5;Autre région en France métropolitaine;Hommes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97423;Les Trois-Bassins;10;Commune de résidence;Femmes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97417;Saint-Philippe;20;Commune de résidence;Femmes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97416;Saint-Pierre;180;Autre commune du département de résidence;Hommes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97411;Saint-Denis;343;Autre commune du département de résidence;Femmes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97408;La Possession;145;Commune de résidence;Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97407;Le Port;8;Autre commune du département de résidence;Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97419;Sainte-Rose;279;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97409;Saint-André;221;Commune de résidence;Hommes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97413;Saint-Leu;2;Autre (Dom, Com, étranger);Hommes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97414;Saint-Louis;15;Commune de résidence;Femmes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97416;Saint-Pierre;2;Autre région en France métropolitaine;Femmes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97407;Le Port;127;Autre commune du département de résidence;Hommes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97420;Sainte-Suzanne;2088;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97422;Le Tampon;5200;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97408;La Possession;2;Autre région en France métropolitaine;Hommes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97410;Saint-Benoît;183;Commune de résidence;Hommes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97404;L'Étang-Salé;1349;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97404;L'Étang-Salé;33;Autre commune du département de résidence;Femmes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97420;Sainte-Suzanne;10;Autre commune du département de résidence;Hommes;Marche à pied;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97412;Saint-Joseph;218;Commune de résidence;Femmes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97412;Saint-Joseph;3;Autre région en France métropolitaine;Femmes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97413;Saint-Leu;2;Autre région en France métropolitaine;Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97413;Saint-Leu;2459;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97409;Saint-André;493;Commune de résidence;Hommes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97409;Saint-André;2641;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97418;Sainte-Marie;5;Autre commune du département de résidence;Femmes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97416;Saint-Pierre;553;Commune de résidence;Femmes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97402;Bras-Panon;197;Commune de résidence;Femmes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97420;Sainte-Suzanne;56;Commune de résidence;Hommes;Deux roues;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97405;Petite-Île;7;Autre commune du département de résidence;Femmes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97410;Saint-Benoît;3;Autre commune du département de résidence;Hommes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97413;Saint-Leu;3;Autre (Dom, Com, étranger);Femmes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97406;La Plaine-des-Palmistes;75;Commune de résidence;Femmes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97412;Saint-Joseph;513;Commune de résidence;Femmes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97411;Saint-Denis;347;Autre commune du département de résidence;Hommes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97401;Les Avirons;141;Commune de résidence;Femmes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97411;Saint-Denis;10;Autre (Dom, Com, étranger);Hommes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97412;Saint-Joseph;120;Commune de résidence;Hommes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97419;Sainte-Rose;5;Autre (Dom, Com, étranger);Hommes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97423;Les Trois-Bassins;5;Autre région en France métropolitaine;Hommes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97416;Saint-Pierre;25;Autre commune du département de résidence;Hommes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97418;Sainte-Marie;18;Autre commune du département de résidence;Femmes;Marche à pied;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97423;Les Trois-Bassins;264;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97411;Saint-Denis;2649;Commune de résidence;Femmes;Marche à pied;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97411;Saint-Denis;5;Autre région en France métropolitaine;Hommes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97407;Le Port;151;Commune de résidence;Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97401;Les Avirons;5;Autre région en France métropolitaine;Femmes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97410;Saint-Benoît;2;Autre (Dom, Com, étranger);Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97417;Saint-Philippe;93;Commune de résidence;Femmes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97413;Saint-Leu;5;Autre commune du département de résidence;Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97418;Sainte-Marie;13;Commune de résidence;Femmes;Deux roues;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97409;Saint-André;5;Autre (Dom, Com, étranger);Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97401;Les Avirons;662;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97420;Sainte-Suzanne;8;Autre région en France métropolitaine;Hommes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97406;La Plaine-des-Palmistes;5;Autre commune du département de résidence;Hommes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97422;Le Tampon;13;Autre (Dom, Com, étranger);Hommes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97405;Petite-Île;8;Autre commune du département de résidence;Hommes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97408;La Possession;5;Autre région en France métropolitaine;Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97412;Saint-Joseph;5;Commune de résidence;Femmes;Deux roues;249740085;CA du Sud;LA REUNION;LA REUNION
97420;Sainte-Suzanne;3;Autre (Dom, Com, étranger);Hommes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97406;La Plaine-des-Palmistes;10;Autre commune du département de résidence;Femmes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97414;Saint-Louis;3;Autre (Dom, Com, étranger);Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97413;Saint-Leu;118;Autre commune du département de résidence;Femmes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97413;Saint-Leu;100;Autre commune du département de résidence;Hommes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97416;Saint-Pierre;58;Autre région en France métropolitaine;Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97422;Le Tampon;4963;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97420;Sainte-Suzanne;2;Autre commune du département de résidence;Femmes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97422;Le Tampon;158;Autre commune du département de résidence;Femmes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97415;Saint-Paul;2;Autre (Dom, Com, étranger);Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97403;Entre-Deux;21;Autre commune du département de résidence;Hommes;Deux roues;249740085;CA du Sud;LA REUNION;LA REUNION
97409;Saint-André;8;Autre région en France métropolitaine;Hommes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97416;Saint-Pierre;3197;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97401;Les Avirons;3;Autre (Dom, Com, étranger);Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97408;La Possession;118;Commune de résidence;Hommes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97415;Saint-Paul;25;Autre commune du département de résidence;Hommes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97401;Les Avirons;3;Autre commune du département de résidence;Hommes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97422;Le Tampon;340;Commune de résidence;Hommes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97412;Saint-Joseph;15;Autre commune du département de résidence;Hommes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97419;Sainte-Rose;10;Autre commune du département de résidence;Hommes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97403;Entre-Deux;448;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97415;Saint-Paul;32;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97410;Saint-Benoît;2026;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97407;Le Port;5;Autre commune du département de résidence;Femmes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97413;Saint-Leu;2164;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97424;Cilaos;153;Commune de résidence;Hommes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97418;Sainte-Marie;3;Autre commune du département de résidence;Hommes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97413;Saint-Leu;113;Commune de résidence;Hommes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97414;Saint-Louis;715;Commune de résidence;Femmes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97420;Sainte-Suzanne;2;Autre région en France métropolitaine;Hommes;Marche à pied;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97411;Saint-Denis;8;Autre (Dom, Com, étranger);Hommes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97411;Saint-Denis;10;Autre région en France métropolitaine;Femmes;Marche à pied;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97413;Saint-Leu;15;Autre commune du département de résidence;Femmes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97420;Sainte-Suzanne;123;Commune de résidence;Femmes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97401;Les Avirons;52;Autre commune du département de résidence;Femmes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97417;Saint-Philippe;271;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97419;Sainte-Rose;71;Commune de résidence;Hommes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97422;Le Tampon;15;Autre commune du département de résidence;Femmes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97403;Entre-Deux;5;Autre commune du département de résidence;Hommes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97414;Saint-Louis;12;Autre commune du département de résidence;Femmes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97411;Saint-Denis;3;Autre région en France métropolitaine;Femmes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97415;Saint-Paul;8;Autre région en France métropolitaine;Hommes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97402;Bras-Panon;1148;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97402;Bras-Panon;15;Commune de résidence;Hommes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97424;Cilaos;59;Commune de résidence;Femmes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97408;La Possession;5;Commune de résidence;Femmes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97406;La Plaine-des-Palmistes;25;Autre commune du département de résidence;Hommes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97414;Saint-Louis;230;Commune de résidence;Femmes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97415;Saint-Paul;68;Autre commune du département de résidence;Femmes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97402;Bras-Panon;134;Commune de résidence;Hommes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97411;Saint-Denis;242;Autre commune du département de résidence;Hommes;Deux roues;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97420;Sainte-Suzanne;245;Commune de résidence;Femmes;Marche à pied;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97422;Le Tampon;38;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97415;Saint-Paul;18;Autre (Dom, Com, étranger);Hommes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97416;Saint-Pierre;102;Commune de résidence;Femmes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97414;Saint-Louis;8;Autre région en France métropolitaine;Femmes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97421;Salazie;494;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97410;Saint-Benoît;18;Autre commune du département de résidence;Hommes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97421;Salazie;10;Autre commune du département de résidence;Hommes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97408;La Possession;3777;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97418;Sainte-Marie;212;Autre commune du département de résidence;Hommes;Deux roues;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97414;Saint-Louis;2176;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97410;Saint-Benoît;68;Autre commune du département de résidence;Hommes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97411;Saint-Denis;5;Autre région en France métropolitaine;Femmes;Deux roues;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97415;Saint-Paul;2;Autre région en France métropolitaine;Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97410;Saint-Benoît;103;Autre commune du département de résidence;Hommes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97411;Saint-Denis;3;Autre (Dom, Com, étranger);Femmes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97411;Saint-Denis;431;Commune de résidence;Femmes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97411;Saint-Denis;23;Autre commune du département de résidence;Hommes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97412;Saint-Joseph;100;Autre commune du département de résidence;Hommes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97407;Le Port;121;Autre commune du département de résidence;Hommes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97413;Saint-Leu;5;Autre région en France métropolitaine;Femmes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97414;Saint-Louis;10;Autre commune du département de résidence;Femmes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97414;Saint-Louis;15;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97418;Sainte-Marie;148;Commune de résidence;Femmes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97418;Sainte-Marie;3146;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97407;Le Port;562;Commune de résidence;Hommes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97418;Sainte-Marie;3119;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97422;Le Tampon;5;Autre région en France métropolitaine;Hommes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97409;Saint-André;3384;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97410;Saint-Benoît;73;Autre commune du département de résidence;Femmes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97411;Saint-Denis;13057;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97405;Petite-Île;62;Autre commune du département de résidence;Hommes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97422;Le Tampon;4726;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97407;Le Port;3;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97415;Saint-Paul;32;Autre commune du département de résidence;Femmes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97411;Saint-Denis;3347;Commune de résidence;Femmes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97416;Saint-Pierre;5;Autre (Dom, Com, étranger);Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97419;Sainte-Rose;10;Autre (Dom, Com, étranger);Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97402;Bras-Panon;8;Autre commune du département de résidence;Femmes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97412;Saint-Joseph;171;Commune de résidence;Hommes;Deux roues;249740085;CA du Sud;LA REUNION;LA REUNION
97420;Sainte-Suzanne;3;Autre commune du département de résidence;Femmes;Deux roues;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97423;Les Trois-Bassins;80;Autre commune du département de résidence;Femmes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97420;Sainte-Suzanne;758;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97413;Saint-Leu;224;Commune de résidence;Femmes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97407;Le Port;439;Commune de résidence;Hommes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97412;Saint-Joseph;3;Autre (Dom, Com, étranger);Femmes;Deux roues;249740085;CA du Sud;LA REUNION;LA REUNION
97416;Saint-Pierre;2617;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97409;Saint-André;3036;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97422;Le Tampon;213;Autre commune du département de résidence;Hommes;Deux roues;249740085;CA du Sud;LA REUNION;LA REUNION
97410;Saint-Benoît;3;Autre région en France métropolitaine;Femmes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97414;Saint-Louis;530;Commune de résidence;Hommes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97417;Saint-Philippe;31;Commune de résidence;Hommes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97408;La Possession;5;Autre région en France métropolitaine;Hommes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97405;Petite-Île;15;Autre commune du département de résidence;Hommes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
